Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB,Death Sequence,Ults Blue,Ults Red,Teamcomp Blue,Teamcomp Red
Temple of Anubis,Defense, FLA, BOS,0:46,21,1,6,0,2,R,TracerMercyWinstonD.VaJunkratMercyZenyatta,,TracerWidowmaker,JunkratTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,1:25,4,1,1,2,0,R,ZenyattaWinston,JunkratMercy,,JunkratTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,1:45,15,2,2,0,1,R,WinstonZenyattaWinstonTracer,,Widowmaker,JunkratTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,2:08,22,2,2,4,1,R,JunkratTracerWinstonWinston,ZenyattaTracerWinstonJunkrat,Winston,JunkratTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,3:16,0,1,0,0,0,B,Tracer,,,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,3:49,12,2,1,3,0,R,ZenyattaMercyWinston,MercyTracerZenyatta,,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,4:18,25,1,7,0,4,R,JunkratZenyattaWinstonTracerJunkratMercyD.VaSombra,,MercyZenyattaGenjiWinston,JunkratSombraTracerMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,0:16,13,2,1,0,0,B,GenjiPharahTracer,,,WidowmakerPharahTracerMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,0:59,16,3,6,0,0,R,WidowmakerTracerMercyPharahZenyattaWinstonMercyTracerD.Va,,,WidowmakerPharahTracerMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,0:21,0,0,1,0,0,R,Tracer,,,JunkratTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,0:37,15,3,1,0,0,B,MercyWidowmakerJunkratZenyatta,,,JunkratTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,1:10,29,1,7,4,4,R,ZenyattaTracerZenyattaD.VaJunkratZenyattaMercyTracer,JunkratMercyWinstonTracer,MercyTracerZenyattaWinston,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Oasis,University, FLA, BOS,0:16,14,0,6,0,0,R,MccreeZenyattaMercyRoadhogOrisaJunkrat,,,JunkratMccreeMercyZenyattaOrisaRoadhog,MccreeLucioMoiraReinhardtRoadhogZarya
Oasis,University, FLA, BOS,1:00,21,6,1,1,2,R,LucioMoiraRoadhogLucioReinhardtZaryaMccree,Junkrat,MoiraMccree,JunkratReaperLucioMercyOrisaRoadhog,MccreeLucioMoiraReinhardtRoadhogZarya
Oasis,University, FLA, BOS,1:48,11,3,5,1,1,B,LucioMoiraMercyJunkratReinhardtReaperOrisaRoadhog,Junkrat,Zarya,JunkratReaperLucioMercyOrisaRoadhog,MccreeLucioMoiraReinhardtRoadhogZarya
Oasis,University, FLA, BOS,2:26,32,1,4,3,5,R,RoadhogLucioZaryaJunkratRoadhog,MercyOrisaReaper,MccreeRoadhogReinhardtLucioMoira,JunkratReaperLucioMercyOrisaRoadhog,MccreeLucioMoiraReinhardtRoadhogZarya
Oasis,University, FLA, BOS,3:08,28,2,6,3,3,R,LucioMccreeTracerMercyOrisaZaryaRoadhogReaper,LucioRoadhogMercy,ZaryaMccreeRoadhog,ReaperTracerLucioMercyOrisaRoadhog,MccreeLucioMoiraReinhardtRoadhogZarya
Oasis,City Center, FLA, BOS,0:14,17,0,5,0,0,R,ZenyattaRoadhogSoldier: 76MercyWinston,,,Soldier: 76TracerMercyZenyattaRoadhogWinston,MccreeLucioMoiraReinhardtRoadhogZarya
Oasis,City Center, FLA, BOS,1:09,26,2,7,1,4,B,ReinhardtSoldier: 76ReinhardtReinhardtMccreeZenyattaReaperZaryaReinhardt,Mercy,MoiraMccreeZaryaRoadhog,ReaperSoldier: 76MercyZenyattaReinhardtZarya,MccreeLucioMoiraReinhardtRoadhogZarya
Oasis,City Center, FLA, BOS,2:09,35,2,8,4,5,R,Soldier: 76ReinhardtZaryaZaryaZenyattaMercyReinhardtReaperZaryaSoldier: 76,ZaryaZenyattaReaperReinhardt,LucioMoiraReinhardtMccreeRoadhog,ReaperSoldier: 76MercyZenyattaReinhardtZarya,MccreeLucioMoiraReinhardtRoadhogZarya
Eichenwalde,Attack, FLA, BOS,0:33,0,1,1,0,0,B,WinstonZenyatta,,,PharahTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Eichenwalde,Attack, FLA, BOS,0:58,47,10,4,2,1,B,WinstonZenyattaMercyWinstonD.VaLucioZenyattaD.VaTracerPharahWinstonLucioMercyD.Va,MercyTracer,Tracer,PharahTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Eichenwalde,Attack, FLA, BOS,2:01,65,9,4,4,4,B,WinstonTracerZenyattaMercyWinstonPharahLucioPharahZenyattaMercyD.VaWinstonTracer,WinstonTracerZenyattaMercy,MercyWinstonLucioPharah,PharahTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Eichenwalde,Attack, FLA, BOS,3:32,2,0,3,0,0,R,ZenyattaTracerWinston,,,PharahTracerMercyZenyattaD.VaWinston,PharahTracerMercyZenyattaD.VaWinston
Eichenwalde,Attack, FLA, BOS,4:15,8,0,4,1,0,R,ZenyattaPharahWinstonMercy,Tracer,,PharahTracerMercyZenyattaD.VaWinston,PharahTracerMercyZenyattaD.VaWinston
Eichenwalde,Attack, FLA, BOS,4:53,26,5,1,3,2,B,ZenyattaMercyMccreePharahD.VaWinston,WinstonZenyattaTracer,WinstonTracer,MccreeTracerMercyZenyattaD.VaWinston,PharahTracerMercyZenyattaD.VaWinston
Eichenwalde,Attack, FLA, BOS,5:47,16,3,5,1,0,R,D.VaWinstonWinstonD.VaMccreeZenyattaZenyattaWinston,Mccree,,MccreeTracerMercyZenyattaD.VaWinston,PharahTracerMercyZenyattaD.VaWinston
Eichenwalde,Attack, FLA, BOS,6:18,9,2,1,0,1,B,WinstonMercyTracer,,Tracer,MccreeSoldier: 76TracerMercyZenyattaWinston,PharahTracerMercyZenyattaD.VaWinston
Eichenwalde,Attack, FLA, BOS,6:33,19,3,3,2,2,B,ZenyattaD.VaMccreeLucioZenyattaPharah,WinstonTracer,MercyWinston,MccreeSoldier: 76TracerLucioZenyattaWinston,PharahTracerMercyZenyattaD.VaWinston
Eichenwalde,Defense, FLA, BOS,0:13,10,4,0,0,0,B,PharahMercyWinstonLucio,,,JunkratMccreeMercyZenyattaOrisaRoadhog,PharahTracerLucioMercyD.VaWinston
Eichenwalde,Defense, FLA, BOS,1:01,8,0,6,0,0,R,RoadhogJunkratZenyattaMercyOrisaMccree,,,JunkratMccreeMercyZenyattaOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde,Defense, FLA, BOS,1:38,12,3,3,0,1,B,MercyZenyattaD.VaTracerGenjiMccree,,Winston,MccreeTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde,Defense, FLA, BOS,2:15,20,1,8,1,2,R,TracerMccreeZenyattaMercyWinstonZenyattaZenyattaD.VaMccree,Mercy,MercyTracer,MccreeTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde,Defense, FLA, BOS,3:02,3,2,3,0,1,B,MercyZenyattaMercyMccreeD.Va,,Zenyatta,MccreeTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde,Defense, FLA, BOS,3:08,25,2,3,3,2,R,TracerWinstonZenyattaWinstonD.Va,WinstonTracerMccree,TracerZenyatta,MccreeTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde,Defense, FLA, BOS,3:42,16,0,5,1,2,R,MccreeZenyattaWinstonTracerMercy,Zenyatta,GenjiWinston,MccreeTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,0:30,22,5,2,0,0,B,JunkratWidowmakerOrisaHanzoRoadhogRoadhogMercy,,,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, SFS, SHD,1:18,3,2,0,0,0,B,RoadhogOrisa,,,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, SFS, SHD,1:50,44,8,1,4,2,B,RoadhogOrisaZenyattaMercyOrisaWidowmakerRoadhogZenyattaHanzo,HanzoOrisaBastionRoadhog,ZenyattaWidowmaker,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, SFS, SHD,2:42,19,1,4,1,1,R,WidowmakerRoadhogBastionWinstonOrisa,Widowmaker,Junkrat,BastionWidowmakerTracerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,3:26,14,3,0,0,0,B,D.VaWidowmakerZenyatta,,,WidowmakerTracerMercyZenyattaD.VaOrisa,JunkratWidowmakerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,3:58,11,2,1,2,1,B,WidowmakerWinstonTracer,WidowmakerTracer,Mercy,WidowmakerTracerMercyZenyattaD.VaOrisa,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,4:31,33,6,6,3,3,R,ZenyattaWidowmakerZenyattaMercyMercyZenyattaWinstonD.VaD.VaOrisaWidowmakerTracer,ZenyattaOrisaTracer,ZenyattaWinstonTracer,WidowmakerTracerMercyZenyattaD.VaOrisa,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,5:26,0,0,1,0,0,R,Widowmaker,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,5:35,15,1,2,0,0,R,WidowmakerTracerWinston,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,6:14,43,4,6,4,3,B,TracerZenyattaWinstonWinstonWinstonGenjiD.VaMccreeZenyattaMercy,TracerMercyZenyattaWinston,MercyZenyattaTracer,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,7:27,12,0,2,1,1,R,TracerZenyatta,Tracer,Winston,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SFS, SHD,7:59,26,1,6,1,3,R,GenjiWinstonMercyWinstonZenyattaD.VaTracer,Genji,MercyTracerWidowmaker,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SFS, SHD,0:11,0,1,0,0,0,B,Widowmaker,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionWidowmakerMccreeMercyD.VaOrisa
Junkertown,Defense, SFS, SHD,0:40,8,5,1,0,0,B,OrisaWidowmakerMercyRoadhogMccreeBastion,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionWidowmakerMccreeMercyD.VaOrisa
Junkertown,Defense, SFS, SHD,1:19,9,1,1,1,0,B,BastionZenyatta,Junkrat,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionWidowmakerMccreeMercyD.VaOrisa
Junkertown,Defense, SFS, SHD,1:57,5,1,0,2,0,B,D.Va,WidowmakerRoadhog,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerMccreeMercyZenyattaD.VaOrisa
Junkertown,Defense, SFS, SHD,2:13,40,6,1,3,3,R,ZenyattaWidowmakerZenyattaMccreeD.VaOrisaZenyatta,OrisaMercyJunkrat,WidowmakerMccreeMercy,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerMccreeMercyZenyattaD.VaOrisa
Junkertown,Defense, SFS, SHD,3:34,19,1,6,3,2,R,WidowmakerMercyZenyattaWinstonJunkratOrisaRoadhog,ZenyattaWidowmakerOrisa,ZenyattaTracer,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SFS, SHD,4:24,27,4,2,0,0,B,WinstonMercyZenyattaJunkratWidowmakerTracer,,,JunkratWidowmakerMercyZenyattaD.VaOrisa,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SFS, SHD,5:18,37,5,3,2,4,R,JunkratWidowmakerJunkratZenyattaD.VaWidowmakerZenyattaMercy,MercyZenyatta,MercyWidowmakerWinstonTracer,JunkratTracerMercyZenyattaD.VaOrisa,WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SFS, SHD,6:21,27,1,5,1,1,B,MccreeMercyOrisaTracerD.VaJunkrat,Junkrat,Zenyatta,JunkratTracerMercyZenyattaD.VaOrisa,MccreeTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SFS, SHD,7:10,27,7,2,5,4,B,WinstonTracerWinstonTracerZenyattaOrisaMccreeMercyD.Va,OrisaTracerMercyJunkratZenyatta,TracerMercyMccreeWinston,JunkratTracerMercyZenyattaD.VaOrisa,MccreeTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, SFS, SHD,0:11,0,0,1,0,0,R,Tracer,,,WidowmakerTracerMercyZenyattaD.VaWinston,JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony,Attack, SFS, SHD,0:36,0,0,1,0,0,R,D.Va,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony,Attack, SFS, SHD,1:08,25,1,4,0,1,R,D.VaWidowmakerMercyWinstonZenyatta,,Widowmaker,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony,Attack, SFS, SHD,2:00,28,3,7,4,3,R,GenjiMercyWidowmakerJunkratAnaD.VaTracerGenjiWinstonZenyatta,MercyTracerGenjiWinston,JunkratMercyAna,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony,Attack, SFS, SHD,2:59,10,0,2,0,1,R,MercyZenyatta,,Orisa,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony,Attack, SFS, SHD,3:46,15,2,3,1,3,R,TracerOrisaGenjiLucioAna,Zenyatta,MercyJunkratWidowmaker,GenjiTracerLucioZenyattaD.VaWinston,JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony,Defense, SFS, SHD,0:13,0,1,0,0,0,B,Sombra,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,SombraTracerLucioMoiraD.VaWinston
Horizon Lunar Colony,Defense, SFS, SHD,1:06,33,4,7,1,1,R,ZenyattaWinstonJunkratOrisaLucioMoiraMercyRoadhogSombraWidowmakerMoira,Widowmaker,Tracer,JunkratWidowmakerMercyZenyattaOrisaRoadhog,SombraTracerLucioMoiraD.VaWinston
Ilios,Lighthouse, SFS, SHD,0:14,16,4,0,0,0,B,MccreeMercyD.VaWinston,,,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, SFS, SHD,1:00,0,1,0,0,0,B,Tracer,,,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, SFS, SHD,1:20,61,4,10,5,5,R,TracerWinstonD.VaMercyPharahMercyZenyattaWinstonWinstonD.VaPharahLucioD.VaWinston,MercyPharahWinstonLucioTracer,MccreeZenyattaWinstonMercyTracer,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, SFS, SHD,2:43,10,0,4,0,1,R,MercyLucioWinstonPharah,,Mccree,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, SFS, SHD,3:15,23,6,1,1,2,B,ZenyattaD.VaTracerMccreeMercyTracerWinston,Pharah,WinstonTracer,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, SFS, SHD,3:55,24,7,1,4,2,B,MercyMccreeTracerWinstonZenyattaD.VaTracerWinston,WinstonMercyTracerLucio,ZenyattaMercy,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Ruins, SFS, SHD,0:33,9,3,0,0,0,B,WinstonD.VaWidowmaker,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, SFS, SHD,1:12,43,8,3,5,4,B,WinstonWidowmakerZenyattaD.VaZenyattaWidowmakerZenyattaMercyWidowmakerWinstonTracer,TracerWinstonMercyZenyattaWidowmaker,MercyTracerWinstonWidowmaker,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, SFS, SHD,2:20,35,8,2,1,1,B,WinstonTracerWinstonZenyattaWinstonWidowmakerMercyWidowmakerD.VaTracer,Widowmaker,Zenyatta,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Numbani,Attack, SFS, SHD,0:34,12,2,3,0,0,R,WinstonSoldier: 76Soldier: 76ZenyattaWinston,,,PharahSoldier: 76MercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, SFS, SHD,1:30,36,1,6,2,3,B,WinstonWinstonZenyattaSoldier: 76PharahD.VaWinston,Soldier: 76Pharah,Soldier: 76AnaTracer,PharahSoldier: 76MercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, SFS, SHD,2:43,19,5,0,0,3,B,TracerSoldier: 76MercyWinstonD.Va,,Soldier: 76WinstonAna,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, SFS, SHD,3:23,0,0,1,0,0,R,Tracer,,,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, SFS, SHD,3:39,15,2,3,2,2,B,WinstonSoldier: 76TracerD.VaWinston,WinstonZenyatta,TracerMercy,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, SFS, SHD,4:12,28,5,1,2,2,B,TracerZenyattaD.VaSoldier: 76WinstonAna,TracerMercy,AnaSoldier: 76,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, SFS, SHD,5:05,27,6,0,2,3,B,WinstonD.VaTracerSoldier: 76MercyZenyatta,Soldier: 76Tracer,WinstonTracerMercy,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Attack, SFS, SHD,5:58,55,7,4,4,3,R,Soldier: 76TracerWinstonZenyattaWinstonSoldier: 76TracerD.VaMercyZenyattaWinston,WinstonMercyZenyattaSoldier: 76,Soldier: 76TracerZenyatta,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,0:59,11,0,3,1,1,R,WinstonTracerSoldier: 76,Soldier: 76,Soldier: 76,Soldier: 76TracerAnaMercyD.VaWinston,PharahSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,1:41,7,2,2,2,2,R,Soldier: 76D.VaAnaPharah,MercyAna,PharahMercy,Soldier: 76TracerAnaMercyD.VaWinston,PharahSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,2:05,7,2,1,0,0,B,ZenyattaPharahMercy,,,Soldier: 76TracerAnaMercyD.VaWinston,PharahSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,2:29,3,1,0,0,0,B,Winston,,,Soldier: 76TracerAnaMercyD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,2:56,7,2,2,1,1,B,D.VaD.VaTracerTracer,Winston,Soldier: 76,Soldier: 76TracerAnaMercyD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,3:23,31,7,1,3,3,B,TracerSoldier: 76Soldier: 76D.VaZenyattaSoldier: 76WinstonTracer,MercySoldier: 76Tracer,ZenyattaMercyWinston,Soldier: 76TracerAnaMercyD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,4:29,8,0,6,1,2,R,WinstonSoldier: 76AnaD.VaMercyTracer,Ana,Soldier: 76Tracer,Soldier: 76TracerAnaMercyD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,5:06,18,6,0,1,0,B,MercyZenyattaSoldier: 76TracerWinstonD.Va,Tracer,,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,5:56,48,5,2,3,4,B,TracerWinstonTracerD.VaTracerWinstonD.Va,WinstonTracerSoldier: 76,ZenyattaMercySoldier: 76Winston,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,7:18,15,5,2,1,1,B,ZenyattaSoldier: 76MercyZenyattaD.VaWinstonTracer,Mercy,Tracer,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, SFS, SHD,7:54,42,7,2,4,3,B,TracerWinstonSoldier: 76D.VaWinstonMercyTracerD.VaZenyatta,TracerZenyattaWinstonSoldier: 76,Soldier: 76MercyZenyatta,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Junkertown,Attack, LDN, PHI,0:30,2,2,0,0,0,B,ReinhardtJunkrat,,,WidowmakerReaperAnaMercyD.VaReinhardt,JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown,Attack, LDN, PHI,1:03,12,5,0,0,0,B,ReinhardtWidowmakerMercyZenyattaD.Va,,,WidowmakerReaperAnaMercyD.VaReinhardt,JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown,Attack, LDN, PHI,1:34,4,3,0,0,0,B,WidowmakerWinstonMercy,,,WidowmakerReaperAnaMercyD.VaReinhardt,JunkratWidowmakerMercyZenyattaD.VaWinston
Junkertown,Attack, LDN, PHI,2:09,7,2,0,2,1,B,WidowmakerGenji,AnaReinhardt,Mercy,WidowmakerReaperAnaMercyD.VaReinhardt,WidowmakerGenjiMercyZenyattaD.VaWinston
Junkertown,Attack, LDN, PHI,2:25,23,5,1,1,1,B,ZenyattaD.VaWidowmakerMercyWidowmakerGenji,Reaper,Zenyatta,WidowmakerReaperAnaMercyD.VaReinhardt,WidowmakerGenjiMercyZenyattaD.VaWinston
Junkertown,Attack, LDN, PHI,3:24,13,2,0,0,1,B,GenjiWinston,,Widowmaker,MccreeReaperAnaMercyD.VaReinhardt,WidowmakerGenjiMercyZenyattaD.VaWinston
Junkertown,Attack, LDN, PHI,4:03,30,1,8,3,3,R,MccreeReaperGenjiD.VaMercyMccreeReinhardtAnaReaper,AnaMercyReaper,MercyZenyattaGenji,MccreeReaperAnaMercyD.VaReinhardt,WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown,Attack, LDN, PHI,5:02,27,4,4,1,1,B,MercyWidowmakerReinhardtZenyattaReinhardtGenjiMccreeZenyatta,Reinhardt,Reinhardt,GenjiMccreeLucioZenyattaD.VaReinhardt,WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown,Attack, LDN, PHI,6:09,18,0,4,1,0,R,MccreeZenyattaMccreeD.Va,Mccree,,GenjiMccreeMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown,Attack, LDN, PHI,7:00,1,1,0,1,0,B,Reinhardt,Zenyatta,,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown,Attack, LDN, PHI,7:06,56,9,3,3,3,R,GenjiD.VaMercyReinhardtMercyGenjiGenjiZenyattaMccreeReinhardtD.VaMercy,WinstonTracerZenyatta,WidowmakerReinhardtGenji,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,0:07,0,0,1,0,0,R,Lucio,,,LucioMoiraD.VaReinhardtRoadhogZarya,JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,0:33,7,2,0,0,0,B,ReinhardtZenyatta,,,LucioMoiraD.VaReinhardtRoadhogZarya,JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,1:15,19,3,2,2,1,R,LucioZenyattaJunkratReinhardtZarya,ReinhardtRoadhog,Zenyatta,LucioMoiraD.VaReinhardtRoadhogZarya,JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,1:55,17,0,5,0,0,R,LucioReinhardtD.VaWidowmakerRoadhog,,,WidowmakerLucioMoiraD.VaReinhardtRoadhog,WidowmakerTracerMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,2:44,19,1,6,0,0,R,MercyJunkratZenyattaWinstonMoiraTracerD.Va,,,JunkratTracerMercyMoiraD.VaWinston,WidowmakerTracerMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,3:22,9,0,1,0,2,R,Winston,,WidowmakerReinhardt,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,3:42,73,6,12,3,2,R,TracerZenyattaZenyattaWidowmakerMercyReinhardtWinstonWidowmakerD.VaTracerZenyattaMercyTracerTracerWinstonD.VaZenyattaGenji,TracerGenjiWinston,ZenyattaTracer,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,5:18,53,7,5,4,4,R,WinstonSoldier: 76D.VaSoldier: 76TracerMercySoldier: 76MercyZenyattaZenyattaTracerReinhardt,MercyTracerGenjiZenyatta,MercyReinhardtZenyattaTracer,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaReinhardt
Junkertown,Defense, LDN, PHI,6:38,10,4,1,2,0,B,ZenyattaZenyattaTracerMccreeMercy,WinstonTracer,,GenjiTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaReinhardt
