Map	Roundtype	Blue Team	Red Team	Ults Blue	Ults Red	Teamcomp Blue	Teamcomp Red
Horizon Lunar Colony	Defense	 SEO	 GLA	ReaperTracerZenyattaMercyWinston	MercySoldier: 76AnaRoadhog	ReaperTracerMercyZenyattaD.VaWinston	Soldier: 76AnaMercyD.VaRoadhogWinston
Horizon Lunar Colony	Defense	 SEO	 GLA			ReaperTracerMercyZenyattaD.VaWinston	Soldier: 76AnaMercyD.VaRoadhogWinston
Horizon Lunar Colony	Defense	 SEO	 GLA	Reaper		ReaperTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 SEO	 GLA	WinstonTracerMercy	RoadhogMoiraLucioReinhardtZarya	ReaperTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 SEO	 GLA			WidowmakerTracerMercyZenyattaD.VaOrisa	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 SEO	 GLA	TracerMercy	MoiraLucio	ReaperTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 SEO	 GLA	Tracer		WidowmakerTracerMercyZenyattaD.VaOrisa	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Attack	 SEO	 GLA	SombraTracer	Winston	SombraTracerLucioMoiraD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 SEO	 GLA		Tracer	SombraTracerLucioMoiraD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 SEO	 GLA		Winston	SombraTracerLucioMoiraD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 SEO	 GLA	Sombra	Tracer	SombraTracerLucioMoiraD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 SEO	 GLA			SombraTracerLucioMoiraD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 SEO	 GLA			SombraTracerLucioMoiraD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 SEO	 GLA	WinstonZenyattaWidowmakerMercy	WidowmakerZenyattaWinstonTracer	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 SEO	 GLA		Mercy	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 SEO	 GLA	WidowmakerWinstonZenyatta	TracerZenyatta	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 SEO	 GLA			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 SEO	 GLA			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Lighthouse	 SEO	 GLA	WinstonPharah	TracerTracer	PharahTracerLucioMercyD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Lighthouse	 SEO	 GLA			PharahTracerLucioMercyD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Lighthouse	 SEO	 GLA	Pharah	Winston	PharahTracerLucioMercyD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Lighthouse	 SEO	 GLA	Mercy		PharahTracerLucioMercyD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Lighthouse	 SEO	 GLA	WinstonLucio	LucioWinstonTracer	PharahTracerLucioMercyD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Lighthouse	 SEO	 GLA	TracerPharah	TracerMercy	PharahTracerLucioMercyD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Lighthouse	 SEO	 GLA			PharahTracerLucioMercyD.VaWinston	PharahTracerLucioMercyD.VaWinston
Numbani	Attack	 SEO	 GLA	MccreeMercyJunkratZenyattaWinston	ZenyattaWinstonMercyDoomfist	JunkratMccreeMercyZenyattaD.VaWinston	DoomfistMccreeMercyZenyattaD.VaWinston
Numbani	Attack	 SEO	 GLA			JunkratMccreeMercyZenyattaD.VaWinston	DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 SEO	 GLA	LucioGenjiWinston	MercySoldier: 76Doomfist	GenjiMccreeLucioMercyD.VaWinston	DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 SEO	 GLA			GenjiMccreeLucioMercyD.VaWinston	DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 SEO	 GLA			GenjiPharahLucioMercyD.VaWinston	DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 SEO	 GLA			GenjiPharahLucioMercyD.VaWinston	DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 SEO	 GLA	GenjiMercyPharahWinston		GenjiPharahLucioMercyD.VaWinston	DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 SEO	 GLA			DoomfistGenjiPharahMercyD.VaWinston	DoomfistSoldier: 76AnaMercyD.VaWinston
Numbani	Attack	 SEO	 GLA	TracerMercy	Tracer	Soldier: 76TracerMercyZenyattaD.VaWinston	DoomfistTracerMercyZenyattaD.VaWinston
Numbani	Defense	 SEO	 GLA			JunkratWidowmakerAnaMercyD.VaWinston	GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani	Defense	 SEO	 GLA	Mercy	Genji	JunkratWidowmakerAnaMercyD.VaWinston	GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani	Defense	 SEO	 GLA	WidowmakerJunkratAnaWinston	MercyZenyatta	JunkratWidowmakerAnaMercyD.VaWinston	GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani	Defense	 SEO	 GLA	AnaMercy	Soldier: 76Winston	JunkratWidowmakerAnaMercyD.VaWinston	GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani	Defense	 SEO	 GLA	WidowmakerJunkratWinston	GenjiZenyatta	JunkratWidowmakerAnaMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
